--------- beginning of system
01-30 13:43:53.871   772   772 W wificond: Scheduled scan is not running!
01-30 14:21:44.871  1089  2798 I chatty  : uid=1000(system) Binder:1089_1F expire 1 line
01-30 14:21:44.900  1089  2055 I chatty  : uid=1000(system) Binder:1089_3 expire 8 lines
01-30 14:21:55.862  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 15 lines
01-30 14:21:57.460  1089  2461 I chatty  : uid=1000(system) Binder:1089_C expire 1 line
01-30 14:21:57.661  1089  1544 I chatty  : uid=1000(system) Binder:1089_18 expire 1 line
01-30 14:21:57.662  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 3 lines
01-30 14:21:57.662  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 3 lines
01-30 14:21:57.663  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 7 lines
01-30 14:21:58.673  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 3 lines
01-30 14:22:07.384  1089  1816 I chatty  : uid=1000(system) Binder:1089_7 expire 3 lines
01-30 14:22:07.384  1089  4042 I chatty  : uid=1000(system) Binder:1089_12 expire 1 line
01-30 14:22:07.440  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 6 lines
01-30 14:22:08.688  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 3 lines
01-30 14:22:52.120  1089  2798 I chatty  : uid=1000(system) Binder:1089_1F expire 2 lines
01-30 14:23:41.691  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 1 line
01-30 14:23:42.296  1089  1178 I chatty  : uid=1000(system) android.ui expire 3 lines
01-30 14:23:42.613  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 2 lines
01-30 14:23:43.867  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 2 lines
01-30 14:23:43.867  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 17 lines
01-30 14:23:46.412  1089  1816 I chatty  : uid=1000(system) Binder:1089_7 expire 3 lines
01-30 14:23:47.183  1089  2798 I chatty  : uid=1000(system) Binder:1089_1F expire 8 lines
01-30 14:23:48.711  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 7 lines
01-30 14:23:49.632  1089  4042 I chatty  : uid=1000(system) Binder:1089_12 expire 3 lines
01-30 14:24:17.714  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 2 lines
01-30 14:24:17.717  1089  2340 I chatty  : uid=1000(system) Binder:1089_1D expire 1 line
01-30 14:24:17.718  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 11 lines
01-30 14:24:17.723  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 3 lines
01-30 14:24:17.855  1089  1816 I chatty  : uid=1000(system) Binder:1089_7 expire 4 lines
01-30 14:24:18.736  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 5 lines
01-30 14:24:18.737  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 12 lines
01-30 14:24:46.073  1089  3759 I chatty  : uid=1000(system) Binder:1089_3 expire 1 line
01-30 14:24:47.660  1089  2798 I chatty  : uid=1000(system) Binder:1089_1F expire 6 lines
01-30 14:25:46.562  1089  1188 I chatty  : uid=1000(system) android.bg expire 1 line
01-30 14:28:12.753  1089  1177 I chatty  : uid=1000(system) android.fg expire 3 lines
01-30 14:28:13.955  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 1 line
01-30 14:28:14.801  1089  2798 I chatty  : uid=1000(system) Binder:1089_1F expire 3 lines
01-30 14:28:14.802  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 9 lines
01-30 14:28:14.942   772   772 I wificond: Pno scan started for frequencies: 2412, 2417, 2427, 2432, 2437, 2447, 2462, 2467, 
01-30 14:28:14.946   772   772 W wificond: Scan aborted
01-30 14:28:15.341  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 1 line
01-30 14:28:17.755  1089  3576 I chatty  : uid=1000(system) Binder:1089_3 expire 8 lines
01-30 14:28:18.697  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 4 lines
01-30 14:28:22.291  1089  1215 I chatty  : uid=1000(system) PowerManagerSer expire 6 lines
01-30 14:28:22.432  1089  1180 I chatty  : uid=1000(system) android.display expire 2 lines
01-30 14:28:22.436  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 6 lines
01-30 14:28:22.771  1089  1178 I chatty  : uid=1000(system) android.ui expire 2 lines
01-30 14:28:22.851  1089  4077 I chatty  : uid=1000(system) Binder:1089_13 expire 1 line
01-30 14:28:23.291  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 3 lines
01-30 14:28:23.325   772   772 I wificond: Pno scan stopped
01-30 14:28:23.702  1089  3897 I chatty  : uid=1000(system) Binder:1089_21 expire 1 line
01-30 14:28:23.706  1089  1177 I chatty  : uid=1000(system) android.fg expire 3 lines
01-30 14:28:23.779  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 6 lines
01-30 14:28:24.202  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 8 lines
01-30 14:28:24.674  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 1 line
01-30 14:28:24.732  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 1 line
01-30 14:28:24.944   772   772 W wificond: Scan is not started. Ignore abort request
01-30 14:28:25.279  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 7 lines
01-30 14:28:27.107  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 1 line
01-30 14:28:27.555  1089  1384 I chatty  : uid=1000(system) WifiHandlerThre expire 1 line
01-30 14:28:27.684  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 34 lines
01-30 14:28:28.827   395   445 E NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
01-30 14:28:28.828   395   445 E NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'STATE' not found
01-30 14:28:28.828   395   445 E NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
01-30 14:28:28.828   395   445 E NetlinkEvent: NetlinkEvent::FindParam(): Parameter 'UID' not found
01-30 14:28:30.708  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 1 line
01-30 14:28:30.778  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 23 lines
01-30 14:28:30.868  1089  1177 I chatty  : uid=1000(system) android.fg expire 1 line
01-30 14:28:32.661  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 6 lines
01-30 14:28:34.433  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 7 lines
01-30 14:28:34.566  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 1 line
01-30 14:28:34.637  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 19 lines
01-30 14:28:34.875  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 4 lines
01-30 14:28:35.711  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 2 lines
01-30 14:28:36.051  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 1 line
01-30 14:28:36.444  1089  1178 I chatty  : uid=1000(system) android.ui expire 3 lines
01-30 14:28:36.547  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 14 lines
01-30 14:28:36.604  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 2 lines
01-30 14:28:36.675  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 1 line
01-30 14:28:40.885   772   772 I wificond: Fail RSSI polling because wifi is not associated.
01-30 14:28:41.015  1089  1404 I chatty  : uid=1000(system) ConnectivitySer expire 6 lines
01-30 14:28:45.028  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 13 lines
01-30 14:28:45.179  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 1 line
01-30 14:28:45.187  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 20 lines
01-30 14:28:49.503  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 3 lines
01-30 14:29:15.704  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 3 lines
01-30 14:29:15.858  1089  1178 I chatty  : uid=1000(system) android.ui expire 3 lines
01-30 14:33:35.460  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 2 lines
01-30 14:38:35.414  1089  1215 I chatty  : uid=1000(system) PowerManagerSer expire 12 lines
01-30 14:38:43.044  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 5 lines
01-30 14:38:43.090  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 5 lines
01-30 14:38:43.100  1089  1180 I chatty  : uid=1000(system) android.display expire 7 lines
01-30 14:38:43.465  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 4 lines
01-30 14:38:43.512  1089  1177 I chatty  : uid=1000(system) android.fg expire 1 line
01-30 14:38:45.354  1089  1094 I chatty  : uid=1000(system) Binder:1089_3 expire 6 lines
01-30 14:38:45.633  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 11 lines
01-30 14:38:47.763  1482  1482 V KeyguardStatusView: refresh statusview showing:true
01-30 14:39:30.028  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 4 lines
01-30 14:48:41.476  1089  4086 I chatty  : uid=1000(system) Binder:1089_14 expire 1 line
01-30 14:50:43.115  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 18 lines
01-30 14:50:43.637  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 8 lines
01-30 15:04:45.582  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 6 lines
01-30 15:08:29.173  1089  1360 I chatty  : uid=1000(system) InputReader expire 1 line
01-30 15:08:29.370  1089  1215 I chatty  : uid=1000(system) PowerManagerSer expire 5 lines
01-30 15:08:29.567  1089  1178 I chatty  : uid=1000(system) android.ui expire 3 lines
01-30 15:08:29.602  1089  1180 I chatty  : uid=1000(system) android.display expire 1 line
01-30 15:08:30.214  1089  1177 I chatty  : uid=1000(system) android.fg expire 3 lines
01-30 15:08:30.284  1089  1816 I chatty  : uid=1000(system) Binder:1089_7 expire 1 line
01-30 15:08:32.352  1089  3916 I chatty  : uid=1000(system) Binder:1089_10 expire 8 lines
01-30 15:08:32.466  1089  4086 I chatty  : uid=1000(system) Binder:1089_14 expire 2 lines
01-30 15:08:32.474  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 31 lines
01-30 15:08:33.180  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 7 lines
01-30 15:08:33.265  1089  1178 I chatty  : uid=1000(system) android.ui expire 1 line
01-30 15:08:33.374  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 4 lines
01-30 15:08:35.868  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 3 lines
01-30 15:08:37.665  1089  1859 I chatty  : uid=1000(system) Binder:1089_8 expire 2 lines
01-30 15:08:40.590  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 4 lines
01-30 15:08:43.004  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 19 lines
01-30 15:08:47.281  1089  3916 I chatty  : uid=1000(system) Binder:1089_10 expire 4 lines
01-30 15:08:52.791  1089  1347 I chatty  : uid=1000(system) AlarmManager expire 6 lines
01-30 15:08:53.805  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 6 lines
01-30 15:08:55.812  1089  1816 I chatty  : uid=1000(system) Binder:1089_7 expire 2 lines
01-30 15:09:02.254  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 4 lines
01-30 15:09:02.742  1089  1178 I chatty  : uid=1000(system) android.ui expire 3 lines
01-30 15:09:35.890  1089  1179 I chatty  : uid=1000(system) android.io expire 1 line
01-30 15:09:35.958  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 2 lines
01-30 15:09:36.326  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 1 line
01-30 15:09:36.353  1089  1177 I chatty  : uid=1000(system) android.fg expire 4 lines
01-30 15:09:36.560  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 7 lines
01-30 15:09:36.560  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 9 lines
01-30 15:09:36.562  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 36 lines
01-30 15:09:39.119  1089  1347 I chatty  : uid=1000(system) AlarmManager expire 1 line
01-30 15:09:39.278  1089  3916 I chatty  : uid=1000(system) Binder:1089_10 expire 1 line
01-30 15:09:39.904  1089  4086 I chatty  : uid=1000(system) Binder:1089_14 expire 4 lines
01-30 15:09:42.381  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 1 line
01-30 15:09:42.871  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 4 lines
01-30 15:09:43.029  1089  1178 I chatty  : uid=1000(system) android.ui expire 1 line
01-30 15:09:43.210  1089  3547 I chatty  : uid=1000(system) Binder:1089_E expire 1 line
01-30 15:09:45.757  1089  1178 I chatty  : uid=1000(system) android.ui expire 5 lines
01-30 15:09:45.844  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 18 lines
01-30 15:09:45.910  1089  4086 I chatty  : uid=1000(system) Binder:1089_14 expire 1 line
01-30 15:09:46.273  1089  1816 I chatty  : uid=1000(system) Binder:1089_7 expire 1 line
01-30 15:09:46.343  1089  3501 I chatty  : uid=1000(system) Binder:1089_20 expire 1 line
01-30 15:09:47.819  1089  1544 I chatty  : uid=1000(system) Binder:1089_18 expire 4 lines
01-30 15:09:48.069  1089  2130 I chatty  : uid=1000(system) Binder:1089_A expire 1 line
01-30 15:09:48.213  1089  2340 I chatty  : uid=1000(system) Binder:1089_1D expire 1 line
01-30 15:09:48.253  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 4 lines
01-30 15:09:50.051  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 1 line
01-30 15:10:03.761  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 1 line
01-30 15:10:04.252  1089  3916 I chatty  : uid=1000(system) Binder:1089_10 expire 1 line
01-30 15:10:04.370  1089  3897 I chatty  : uid=1000(system) Binder:1089_21 expire 7 lines
01-30 15:10:05.064  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 10 lines
01-30 15:10:54.122  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 18 lines
01-30 15:11:10.111  1089  2339 I chatty  : uid=1000(system) Binder:1089_1C expire 4 lines
01-30 15:11:53.367  1089  1385 I chatty  : uid=1000(system) WifiP2pService expire 4 lines
01-30 15:11:53.374  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 23 lines
01-30 15:11:57.480  1089  3897 I chatty  : uid=1000(system) Binder:1089_21 expire 3 lines
01-30 15:11:58.504  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 9 lines
01-30 15:12:00.716   772   772 W wificond: Scan is not started. Ignore abort request
01-30 15:12:01.143  1089  3916 I chatty  : uid=1000(system) Binder:1089_10 expire 4 lines
01-30 15:12:02.225  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 14 lines
01-30 15:12:03.473  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 34 lines
01-30 15:12:05.773  1089  1385 I chatty  : uid=1000(system) WifiP2pService expire 6 lines
01-30 15:12:06.852   772   772 W wificond: Scan is not started. Ignore abort request
01-30 15:12:07.358   772   772 W wificond: Scan aborted
01-30 15:12:10.413  1089   387 I chatty  : uid=1000(system) Binder:1089_16 expire 3 lines
01-30 15:12:13.066   772   772 W wificond: Scan is not started. Ignore abort request
01-30 15:12:15.197  1089  3390 I chatty  : uid=1000(system) Binder:1089_D expire 2 lines
01-30 15:12:16.203  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 1 line
01-30 15:12:16.204  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 2 lines
01-30 15:12:19.660   772   772 W wificond: Scan is not started. Ignore abort request
01-30 15:12:19.754  1089  3897 I chatty  : uid=1000(system) Binder:1089_21 expire 3 lines
01-30 15:12:19.778  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 17 lines
01-30 15:12:20.764  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 21 lines
01-30 15:12:25.131  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 4 lines
01-30 15:12:26.797  1089  3655 I chatty  : uid=1000(system) Binder:1089_3 expire 6 lines
01-30 15:13:33.645  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 2 lines
01-30 15:14:11.354  1089  3643 I chatty  : uid=1000(system) Binder:1089_F expire 4 lines
01-30 15:14:23.625  1089  1188 I chatty  : uid=1000(system) android.bg expire 1 line
01-30 15:15:10.763  1089  1178 I chatty  : uid=1000(system) android.ui expire 2 lines
01-30 15:15:12.895  1089  1544 I chatty  : uid=1000(system) Binder:1089_18 expire 1 line
01-30 15:15:12.896  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 32 lines
01-30 15:15:15.428  1089  1178 I chatty  : uid=1000(system) android.ui expire 2 lines
01-30 15:15:15.638  1089  1310 I chatty  : uid=1000(system) Binder:1089_4 expire 1 line
01-30 15:15:15.825  1089  3643 I chatty  : uid=1000(system) Binder:1089_F expire 3 lines
01-30 15:16:12.875  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 4 lines
01-30 15:16:16.116  1089  1816 I chatty  : uid=1000(system) Binder:1089_7 expire 4 lines
01-30 15:16:22.157  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 2 lines
01-30 15:17:55.130  1089  1347 I chatty  : uid=1000(system) AlarmManager expire 1 line
01-30 15:17:55.204  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 1 line
01-30 15:17:56.071  1089  1677 I chatty  : uid=1000(system) Binder:1089_6 expire 4 lines
01-30 15:17:57.907  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 12 lines
01-30 15:17:57.937   712   712 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@b8bc8e9
01-30 15:17:58.135  1089   851 I chatty  : uid=1000(system) Binder:1089_3 expire 6 lines
01-30 15:17:58.347  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 6 lines
01-30 15:17:58.534  1089  3643 I chatty  : uid=1000(system) Binder:1089_F expire 3 lines
01-30 15:18:03.481  1089  4020 I chatty  : uid=1000(system) Binder:1089_11 expire 1 line
01-30 15:19:15.848  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 3 lines
01-30 15:19:16.181  1089  1178 I chatty  : uid=1000(system) android.ui expire 1 line
01-30 15:19:16.841  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 1 line
01-30 15:19:18.293  1089  1177 I chatty  : uid=1000(system) android.fg expire 2 lines
01-30 15:19:18.839  1089  1875 I chatty  : uid=1000(system) Binder:1089_9 expire 3 lines
01-30 15:20:00.144  1089  1089 I chatty  : uid=1000(system) Binder:1089_3 expire 8 lines
01-30 15:20:02.097  1089  1189 I chatty  : uid=1000(system) ActivityManager expire 4 lines
01-30 15:20:02.099  1089  1179 I chatty  : uid=1000(system) android.io expire 1 line
01-30 15:20:02.387  1089  1205 I chatty  : uid=1000(system) batterystats-wo expire 1 line
01-30 15:20:02.612  1089  1190 I chatty  : uid=1000(system) ActivityManager expire 11 lines
01-30 15:20:02.672  1089  4086 I chatty  : uid=1000(system) Binder:1089_14 expire 1 line
01-30 15:20:03.241  1089  2719 I chatty  : uid=1000(system) Binder:1089_1E expire 1 line
01-30 15:20:03.317  1089  1641 I chatty  : uid=1000(system) Binder:1089_19 expire 3 lines
01-30 15:20:03.357  1089  1178 I chatty  : uid=1000(system) android.ui expire 1 line
01-30 15:20:03.415  1089  1089 W Looper  : Drained
01-30 15:20:08.711  1089  2461 I ActivityManager: Process com.qti.diagservices (pid 3925) has died: svcb SVC 
01-30 15:20:08.727  1089  2461 W ActivityManager: Scheduling restart of crashed service com.qti.diagservices/.QTIDiagServices in 1000ms for start-requested
01-30 15:20:08.871  1089  1178 W Looper  : Slow dispatch took 100ms android.ui h=com.android.server.am.ActivityManagerService$UiHandler c=null m=31
01-30 15:20:09.046  1089  1360 D WindowManager: powerPress: eventTime=83196372 interactive=true count=1 beganFromNonInteractive=false mShortPressOnPowerBehavior=1
01-30 15:20:09.069  1089  1360 I PowerManagerService: Going to sleep due to power_button (uid 1000)...
01-30 15:20:09.140  1089  1215 I DisplayPowerController: Blocking screen off
01-30 15:20:09.171  1089  1215 I DisplayPowerController: Unblocked screen off after 31 ms
01-30 15:20:09.183  1089  1215 D ActivityTaskManager: Top Process State changed to PROCESS_STATE_TOP_SLEEPING
01-30 15:20:09.223  1089  1205 E KernelCpuSpeedReader: Failed to read cpu-freq: /sys/devices/system/cpu/cpu0/cpufreq/stats/time_in_state: open failed: ENOENT (No such file or directory)
01-30 15:20:09.439  1089  1215 W ActivityTaskManager: servicetracker HIDL not available
01-30 15:20:09.439  1089  1215 E ActivityTaskManager: Unable to get servicetracker HAL instance
01-30 15:20:09.447  1089  1215 W ActivityTaskManager: servicetracker HIDL not available
01-30 15:20:09.447  1089  1215 E ActivityTaskManager: Unable to get servicetracker HAL instance
01-30 15:20:09.475  1089  1215 V DisplayPowerController: Brightness [-1.0] reason changing to: 'screen_off', previous reason: 'manual'.
01-30 15:20:09.481  1089  1180 I DisplayManagerService: Display device changed state: "Built-in Screen", OFF
01-30 15:20:09.519  1089  1816 W ActivityTaskManager: servicetracker HIDL not available
01-30 15:20:09.519  1089  1816 E ActivityTaskManager: Unable to get servicetracker HAL instance
01-30 15:20:09.520  1089  1816 W ActivityTaskManager: servicetracker HIDL not available
01-30 15:20:09.521  1089  1816 E ActivityTaskManager: Unable to get servicetracker HAL instance
01-30 15:20:09.593  1089  1180 W ActivityTaskManager: servicetracker HIDL not available
01-30 15:20:09.593  1089  1180 E ActivityTaskManager: Unable to get servicetracker HAL instance
01-30 15:20:09.595  1089  1180 W ActivityTaskManager: servicetracker HIDL not available
01-30 15:20:09.595  1089  1180 E ActivityTaskManager: Unable to get servicetracker HAL instance
01-30 15:20:09.791  1089  1215 I DreamManagerService: Entering dreamland.
01-30 15:20:09.794  1089  1215 I PowerManagerService: Dozing...
01-30 15:20:09.831  1089  1189 W ActivityManager: Slow operation: 103ms so far, now at startProcess: done creating new process record
01-30 15:20:09.831  1089  1189 W ActivityManager: Slow operation: 104ms so far, now at startProcess: stepping in to startProcess
01-30 15:20:09.851  1089  1189 D CompatibilityChangeReporter: Compat change id reported: 135634846; UID 1000; state: DISABLED
01-30 15:20:09.865  1089  1189 W ActivityManager: Slow operation: 138ms so far, now at startProcess: done starting proc!
01-30 15:20:09.987  1089  1177 I DreamController: Starting dream: name=ComponentInfo{com.android.systemui/com.android.systemui.doze.DozeService}, isTest=false, canDoze=true, userId=0
01-30 15:20:10.024  1089  1190 W ActivityManager: Slow operation: 192ms so far, now at startProcess: returned from zygote!
01-30 15:20:10.045  1089  1177 W Looper  : Slow dispatch took 247ms android.fg h=com.android.server.dreams.DreamManagerService$DreamHandler c=android.os.-$$Lambda$PowerManager$WakeLock$VvFzmRZ4ZGlXx7u3lSAJ_T-YUjw@bf37def m=0
01-30 15:20:10.048  1089  1190 W ActivityManager: Slow operation: 217ms so far, now at startProcess: done updating battery stats
01-30 15:20:10.056  1089  1190 W ActivityManager: Slow operation: 224ms so far, now at startProcess: building log message
01-30 15:20:10.056  1089  1190 I ActivityManager: Start proc 2030:com.qti.diagservices/1000 for service {com.qti.diagservices/com.qti.diagservices.QTIDiagServices}
01-30 15:20:10.056  1089  1190 W ActivityManager: Slow operation: 224ms so far, now at startProcess: starting to update pids map
01-30 15:20:10.056  1089  1190 W ActivityManager: Slow operation: 225ms so far, now at startProcess: done updating pids map
01-30 15:20:10.073  1089  1641 W ActivityTaskManager: servicetracker HIDL not available
01-30 15:20:10.074  1089  1641 E ActivityTaskManager: Unable to get servicetracker HAL instance
01-30 15:20:10.075  1089  1641 W ActivityTaskManager: servicetracker HIDL not available
01-30 15:20:10.075  1089  1641 E ActivityTaskManager: Unable to get servicetracker HAL instance
01-30 15:20:10.680  1089  1816 W ActivityManager: Slow operation: 81ms so far, now at attachApplicationLocked: immediately after bindApplication
01-30 15:20:10.681  1089  1816 W ActivityManager: Slow operation: 81ms so far, now at attachApplicationLocked: after updateLruProcessLocked
01-30 15:20:10.695  1089  1816 W ActivityManager: Slow operation: 96ms so far, now at attachApplicationLocked: after mServices.attachApplicationLocked
01-30 15:20:10.734  1089  1641 I ActivityManager: Process com.google.android.apps.searchlite (pid 1316) has died: cch+5 CEM 
01-30 15:20:12.259  1482  1482 V KeyguardStatusView: refresh statusview showing:true
01-30 15:20:12.477  1089  1180 V WindowManager: Orientation start waiting for draw, mDrawState=DRAW_PENDING in Window{5615ce0 u0 NotificationShade}, surfaceController Surface(name=NotificationShade)/@0x81be98d
01-30 15:20:13.903  1089  1641 D CompatibilityChangeReporter: Compat change id reported: 135634846; UID 10127; state: DISABLED
01-30 15:20:13.904  1089  1190 D CompatibilityChangeReporter: Compat change id reported: 143937733; UID 10127; state: ENABLED
01-30 15:20:13.975  1089  1190 W ActivityManager: Slow operation: 105ms so far, now at startProcess: returned from zygote!
01-30 15:20:13.976  1089  1190 W ActivityManager: Slow operation: 106ms so far, now at startProcess: done updating battery stats
01-30 15:20:13.979  1089  1190 W ActivityManager: Slow operation: 109ms so far, now at startProcess: building log message
01-30 15:20:13.979  1089  1190 I ActivityManager: Start proc 2122:com.google.process.gservices/u0a127 for content provider {com.google.android.gsf/com.google.android.gsf.gservices.GservicesProvider}
01-30 15:20:13.979  1089  1190 W ActivityManager: Slow operation: 109ms so far, now at startProcess: starting to update pids map
01-30 15:20:13.983  1089  1190 W ActivityManager: Slow operation: 114ms so far, now at startProcess: done updating pids map
01-30 15:20:14.184  1089  1180 W ActivityTaskManager: Sleep timeout!  Sleeping now.
01-30 15:20:16.448  1089  1641 I ActivityManager: Process android.process.media (pid 1640) has died: svcb SVC 
01-30 15:20:16.457  1089  1641 W ActivityManager: Scheduling restart of crashed service com.android.mtp/.MtpService in 23022ms for start-requested
01-30 15:20:16.492  1089  1641 I ActivityManager: Process com.google.process.gservices (pid 2122) has died: prev LAST
01-30 15:20:18.643  1089  1189 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.net.wifi.SCAN_RESULTS flg=0x4000010 (has extras) } to com.jio.myjio/.jionet.receiver.WifiScanReceiver
01-30 15:20:39.565  1089  1189 D CompatibilityChangeReporter: Compat change id reported: 135634846; UID 10079; state: DISABLED
01-30 15:20:39.565  1089  1189 W ActivityManager: Slow operation: 61ms so far, now at startProcess: done starting proc!
01-30 15:20:39.565  1089  1190 D CompatibilityChangeReporter: Compat change id reported: 143937733; UID 10079; state: ENABLED
01-30 15:20:39.610  1089  1190 W ActivityManager: Slow operation: 87ms so far, now at startProcess: returned from zygote!
01-30 15:20:39.611  1089  1190 W ActivityManager: Slow operation: 88ms so far, now at startProcess: done updating battery stats
01-30 15:20:39.611  1089  1190 W ActivityManager: Slow operation: 88ms so far, now at startProcess: building log message
01-30 15:20:39.611  1089  1190 I ActivityManager: Start proc 2216:android.process.media/u0a79 for service {com.android.mtp/com.android.mtp.MtpService}
01-30 15:20:39.611  1089  1190 W ActivityManager: Slow operation: 89ms so far, now at startProcess: starting to update pids map
01-30 15:20:39.612  1089  1190 W ActivityManager: Slow operation: 89ms so far, now at startProcess: done updating pids map
01-30 15:20:40.172  1089  4086 I ActivityManager: Process com.google.android.gms (pid 1661) has died: cch+5 CEM 
01-30 15:21:19.154  1089  1178 W Looper  : Slow dispatch took 522ms android.ui h=com.android.server.am.ActivityManagerService$UiHandler c=null m=68
01-30 15:21:19.245  1089  4086 I ActivityManager: Process com.qti.diagservices (pid 2030) has died: svcb SVC 
